Data,Fruta,Venda,Pais
2022-06-19,Morango,66.0,Colombia
2022-12-15,Morango,62.0,Colombia
2022-08-06,Morango,98.0,Colombia
2022-07-26,Morango,53.0,Colombia
2022-09-10,Morango,93.0,Colombia
2022-05-09,Morango,55.0,Colombia
2022-01-22,Morango,70.0,Colombia
2022-08-25,Morango,92.0,Colombia
2022-07-22,Morango,73.0,Colombia
2022-11-02,Morango,64.0,Colombia
2022-01-28,Morango,64.0,Colombia
2022-09-08,Morango,75.0,Colombia
2022-09-05,Pera,78.0,Colombia
2022-08-26,Pera,93.0,Colombia
2022-01-14,Pera,54.0,Colombia
2022-12-20,Pera,98.0,Colombia
2022-08-13,Pera,62.0,Colombia
2022-09-11,Pera,75.0,Colombia
2022-11-30,Pera,71.0,Colombia
2022-04-15,Pera,87.0,Colombia
2022-03-30,Pera,99.0,Colombia
2022-02-15,Pera,86.0,Colombia
2022-07-28,Pera,100.0,Colombia
2022-03-12,Pera,63.0,Colombia
2022-02-21,Pera,64.0,Colombia
2022-08-26,Pera,58.0,Colombia
2022-02-28,Pera,87.0,Colombia
2022-12-13,Pera,58.0,Colombia
2022-10-15,Pera,97.0,Colombia
2022-11-01,Pera,88.0,Colombia
2022-04-22,Pera,61.0,Colombia
2022-10-01,Pera,98.0,Colombia
2022-01-03,Pera,78.0,Colombia
2022-11-02,Pera,64.0,Colombia
2022-06-10,Pera,84.0,Colombia
2022-04-11,Pera,75.0,Colombia
2022-01-07,Pera,55.0,Colombia
2022-02-26,Pera,69.0,Colombia
2022-06-16,Pera,96.0,Colombia
2022-03-26,Pera,100.0,Colombia
2022-10-02,Pera,60.0,Colombia
2022-03-13,Pera,89.0,Colombia
2022-06-27,Pera,78.0,Colombia
2022-09-01,Pera,54.0,Colombia
2022-06-18,Pera,69.0,Colombia
2022-07-05,Pera,50.0,Colombia
2022-12-14,Pera,61.0,Colombia
2022-07-16,Pera,60.0,Colombia
2022-10-29,Pera,75.0,Colombia
2022-07-17,Pera,74.0,Colombia
2022-12-22,Pera,90.0,Colombia
2022-03-11,Pera,99.0,Colombia
2022-07-14,Pera,94.0,Colombia
2022-04-21,Pera,94.0,Colombia
2022-10-04,Pera,82.0,Colombia
2022-01-11,Pera,62.0,Colombia
2022-10-14,Pera,75.0,Colombia
2022-12-11,Pera,71.0,Colombia
2022-10-16,Pessego,50.0,Colombia
2022-04-07,Pessego,67.0,Colombia
2022-02-20,Pessego,77.0,Colombia
2022-10-15,Pessego,51.0,Colombia
2022-08-03,Pessego,81.0,Colombia
2022-04-28,Pessego,51.0,Colombia
2022-03-08,Pessego,65.0,Colombia
2022-09-04,Pessego,78.0,Colombia
2022-02-22,Pessego,58.0,Colombia
2022-03-13,Pessego,88.0,Colombia
2022-05-27,Pessego,85.0,Colombia
2022-09-12,Pessego,73.0,Colombia
2022-01-17,Pessego,50.0,Colombia
2022-01-16,Pessego,63.0,Colombia
2022-03-28,Pessego,90.0,Colombia
2022-12-29,Pessego,76.0,Colombia
2022-04-24,Pessego,98.0,Colombia
2022-10-28,Pessego,96.0,Colombia
2022-07-29,Pessego,63.0,Colombia
2022-08-24,Pessego,81.0,Colombia
2022-08-26,Pessego,54.0,Colombia
2022-07-12,Pessego,96.0,Colombia
2022-01-27,Pessego,68.0,Colombia
2022-03-25,Pessego,62.0,Colombia
2022-09-26,Pessego,98.0,Colombia
2022-11-20,Pessego,57.0,Colombia
2022-12-25,Pessego,85.0,Colombia
2022-09-04,Pessego,99.0,Colombia
2022-04-28,Pessego,94.0,Colombia
2022-08-01,Pessego,95.0,Colombia
2022-09-07,Pessego,70.0,Colombia
2022-11-28,Pessego,82.0,Colombia
2022-02-25,Pessego,59.0,Colombia
2022-04-11,Pessego,74.0,Colombia
2022-09-15,Pessego,53.0,Colombia
2022-06-24,Pessego,84.0,Colombia
2022-07-19,Pessego,86.0,Colombia
2022-11-09,Pessego,61.0,Colombia
2022-04-14,Pessego,68.0,Colombia
2022-06-19,Pessego,79.0,Colombia
2022-10-28,Pessego,54.0,Colombia
2022-03-12,Pessego,54.0,Colombia
2022-03-29,Pessego,88.0,Colombia
2022-01-21,Pessego,70.0,Colombia
2022-06-18,Pessego,98.0,Colombia
2022-01-28,Pessego,85.0,Colombia
2022-07-20,Pessego,93.0,Colombia
2022-04-13,Pessego,68.0,Colombia
2022-11-02,Pessego,53.0,Colombia
2022-02-22,Pessego,88.0,Colombia
2022-04-12,Pessego,60.0,Colombia
2022-04-29,Pessego,92.0,Colombia
2022-04-20,Pessego,66.0,Colombia
2022-03-24,Pessego,97.0,Colombia
2022-01-18,Pessego,54.0,Colombia
2022-01-06,Pessego,71.0,Colombia
2022-03-10,Pessego,98.0,Colombia
2022-05-23,Pessego,66.0,Colombia
2022-04-28,Pessego,58.0,Colombia
2022-12-27,Pessego,99.0,Colombia
2022-04-20,Pessego,96.0,Colombia
2022-04-26,Pessego,77.0,Colombia
2022-04-06,Pessego,80.0,Colombia
2022-01-18,Pessego,58.0,Colombia
2022-09-17,Pessego,55.0,Colombia
2022-12-23,Pessego,91.0,Colombia
2022-03-04,Pessego,75.0,Colombia
2022-03-25,Pessego,80.0,Colombia
2022-11-24,Pessego,56.0,Colombia
2022-05-19,Pessego,83.0,Colombia
2022-08-26,Pessego,64.0,Colombia
2022-08-27,Pessego,72.0,Colombia
2022-09-02,Pessego,87.0,Colombia
2022-10-27,Pessego,83.0,Colombia
2022-06-26,Pessego,68.0,Colombia
2022-07-26,Pessego,97.0,Colombia
2022-10-27,Pessego,60.0,Colombia
2022-11-16,Pessego,89.0,Colombia
2022-09-26,Pessego,68.0,Colombia
2022-07-06,Pessego,72.0,Colombia
2022-01-10,Pessego,97.0,Colombia
2022-03-19,Pessego,54.0,Colombia
2022-10-03,Pessego,93.0,Colombia
2022-12-21,Pessego,76.0,Colombia
2022-12-09,Pessego,59.0,Colombia
2022-03-11,Pessego,95.0,Colombia
2022-09-16,Pessego,66.0,Colombia
2022-05-07,Pessego,98.0,Colombia
2022-03-05,Pessego,82.0,Colombia
2022-10-29,Pessego,56.0,Colombia
2022-07-19,Pessego,91.0,Colombia
2022-03-08,Pessego,100.0,Colombia
2022-02-06,Pessego,65.0,Colombia
2022-05-12,Pessego,97.0,Colombia
2022-09-11,Pessego,51.0,Colombia
2022-04-04,Pessego,80.0,Colombia
2022-05-18,Pessego,91.0,Colombia
2022-10-25,Pessego,63.0,Colombia
2022-10-18,Pessego,67.0,Colombia
2022-06-17,Pessego,59.0,Colombia
2022-11-19,Pessego,54.0,Colombia
2022-12-27,Pessego,78.0,Colombia
2022-08-20,Pessego,51.0,Colombia
2022-02-19,Pessego,98.0,Colombia
2022-04-06,Pessego,90.0,Colombia
2022-10-05,Pessego,73.0,Colombia
2022-11-22,Pessego,99.0,Colombia
2022-06-24,Pessego,79.0,Colombia
2022-01-25,Pessego,54.0,Colombia
2022-01-28,Pessego,68.0,Colombia
2022-02-13,Pessego,66.0,Colombia
2022-02-28,Pessego,66.0,Colombia
2022-07-23,Pessego,68.0,Colombia
2022-08-24,Pessego,79.0,Colombia
2022-03-22,Pessego,72.0,Colombia
2022-05-13,Pessego,69.0,Colombia
2022-11-18,Pessego,99.0,Colombia
2022-07-24,Pessego,92.0,Colombia
2022-05-17,Pessego,87.0,Colombia
2022-06-23,Pessego,55.0,Colombia
2022-05-19,Pessego,95.0,Colombia
2022-09-26,Pessego,76.0,Colombia
2022-03-11,Pessego,53.0,Colombia
2022-11-16,Pessego,91.0,Colombia
2022-08-05,Pessego,77.0,Colombia
2022-06-06,Pessego,66.0,Colombia
2022-09-06,Pessego,85.0,Colombia
2022-09-19,Pessego,83.0,Colombia
2022-06-13,Uva,76.0,Colombia
2022-01-19,Uva,96.0,Colombia
2022-03-26,Uva,100.0,Colombia
2022-08-13,Uva,87.0,Colombia
2022-01-12,Uva,75.0,Colombia
2022-01-25,Uva,99.0,Colombia
2022-10-14,Uva,59.0,Colombia
2022-01-17,Uva,52.0,Colombia
2022-06-19,Uva,61.0,Colombia
2022-11-24,Uva,95.0,Colombia
2022-12-08,Uva,84.0,Colombia
2022-03-25,Uva,100.0,Colombia
2022-10-03,Uva,99.0,Colombia
2022-03-07,Uva,58.0,Colombia
2022-05-02,Uva,68.0,Colombia
2022-03-08,Uva,66.0,Colombia
2022-06-16,Uva,62.0,Colombia
2022-04-14,Uva,83.0,Colombia
2022-07-08,Uva,68.0,Colombia
2022-04-23,Uva,66.0,Colombia
2022-10-21,Uva,87.0,Colombia
2022-03-18,Uva,84.0,Colombia
2022-05-07,Uva,75.0,Colombia
2022-09-11,Uva,56.0,Colombia
2022-08-21,Uva,65.0,Colombia
2022-09-02,Uva,99.0,Colombia
2022-02-16,Uva,72.0,Colombia
2022-06-13,Uva,57.0,Colombia
2022-09-27,Uva,88.0,Colombia
2022-01-19,Uva,89.0,Colombia
2022-12-25,Uva,60.0,Colombia
2022-10-29,Uva,99.0,Colombia
2022-05-03,Uva,96.0,Colombia
2022-04-23,Uva,79.0,Colombia
2022-12-18,Uva,71.0,Colombia
2022-12-12,Uva,75.0,Colombia
2022-05-08,Uva,64.0,Colombia
2022-03-15,Uva,71.0,Colombia
2022-12-23,Uva,89.0,Colombia
2022-03-30,Uva,73.0,Colombia
2022-05-08,Uva,67.0,Colombia
2022-04-05,Uva,84.0,Colombia
2022-11-15,Uva,61.0,Colombia
2022-07-18,Uva,55.0,Colombia
2022-12-10,Uva,56.0,Colombia
2022-05-15,Uva,97.0,Colombia
2022-01-14,Uva,77.0,Colombia
2022-06-28,Uva,99.0,Colombia
2022-07-17,Uva,84.0,Colombia
2022-10-16,Uva,66.0,Colombia
2022-04-23,Uva,73.0,Colombia
2022-02-04,Uva,59.0,Colombia
2022-06-17,Uva,61.0,Colombia
2022-06-06,Uva,68.0,Colombia
2022-01-18,Uva,74.0,Colombia
2022-08-28,Uva,78.0,Colombia
2022-01-25,Uva,66.0,Colombia
2022-09-16,Uva,62.0,Colombia
2022-11-08,Uva,52.0,Colombia
2022-01-18,Uva,67.0,Colombia
2022-03-30,Uva,50.0,Colombia
2022-07-27,Uva,64.0,Colombia
2022-08-25,Uva,82.0,Colombia
2022-02-13,Uva,78.0,Colombia
2022-08-29,Uva,100.0,Colombia
2022-01-07,Uva,80.0,Colombia
2022-10-10,Uva,52.0,Colombia
2022-02-24,Uva,56.0,Colombia
2022-12-21,Uva,98.0,Colombia
2022-08-29,Uva,57.0,Colombia
2022-07-21,Uva,100.0,Colombia
2022-09-24,Uva,68.0,Colombia
2022-02-15,Uva,73.0,Colombia
2022-05-19,Uva,60.0,Colombia
2022-04-27,Uva,64.0,Colombia
2022-02-09,Uva,99.0,Colombia
2022-10-08,Uva,61.0,Colombia
2022-02-23,Uva,83.0,Colombia
2022-09-30,Uva,67.0,Colombia
2022-03-02,Uva,69.0,Colombia
2022-07-16,Uva,68.0,Colombia
2022-10-19,Uva,56.0,Colombia
2022-07-28,Uva,82.0,Colombia
2022-11-03,Uva,63.0,Colombia
2022-01-21,Uva,55.0,Colombia
2022-09-14,Uva,87.0,Colombia
2022-05-17,Uva,77.0,Colombia
2022-11-06,Uva,93.0,Colombia
2022-05-11,Uva,99.0,Colombia
2022-03-01,Uva,59.0,Colombia
2022-07-30,Uva,52.0,Colombia
2022-01-13,Uva,77.0,Colombia
2022-05-30,Uva,87.0,Colombia
2022-11-03,Uva,70.0,Colombia
2022-01-05,Uva,63.0,Colombia
2022-01-11,Uva,72.0,Colombia
2022-01-11,Uva,52.0,Colombia
2022-12-11,Uva,60.0,Colombia
2022-06-21,Uva,61.0,Colombia
2022-01-23,Uva,75.0,Colombia
2022-06-30,Uva,78.0,Colombia
2022-09-19,Uva,54.0,Colombia
2022-04-02,Uva,98.0,Colombia
2022-10-26,Uva,60.0,Colombia
2022-03-15,Uva,78.0,Colombia
2022-01-22,Uva,87.0,Colombia
2022-06-29,Uva,67.0,Colombia
2022-09-07,Uva,75.0,Colombia
2022-10-13,Uva,85.0,Colombia
2022-10-31,Uva,88.0,Colombia
2022-01-10,Uva,59.0,Colombia
2022-02-01,Uva,84.0,Colombia
2022-04-22,Uva,86.0,Colombia
2022-10-18,Uva,79.0,Colombia
2022-09-01,Uva,63.0,Colombia
2022-02-17,Uva,82.0,Colombia
2022-02-10,Uva,51.0,Colombia
2022-10-14,Uva,85.0,Colombia
2022-11-27,Uva,68.0,Colombia
2022-04-25,Uva,91.0,Colombia
2022-02-07,Uva,57.0,Colombia
2022-12-14,Uva,97.0,Colombia
2022-01-13,Uva,64.0,Colombia
2022-10-17,Uva,82.0,Colombia
2022-12-25,Uva,79.0,Colombia
2022-02-27,Uva,81.0,Colombia
2022-01-09,Uva,72.0,Colombia
2022-08-26,Uva,98.0,Colombia
2022-01-08,Uva,65.0,Colombia
2022-05-23,Uva,74.0,Colombia
2022-05-17,Uva,78.0,Colombia
2022-07-07,Uva,91.0,Colombia
2022-04-07,Uva,94.0,Colombia
2022-10-02,Uva,87.0,Colombia
2022-03-20,Uva,82.0,Colombia
2022-09-24,Uva,63.0,Colombia
2022-03-27,Uva,59.0,Colombia
2022-08-18,Uva,86.0,Colombia
2022-03-01,Uva,100.0,Colombia
2022-06-08,Uva,79.0,Colombia
2022-05-01,Uva,85.0,Colombia
2022-07-16,Uva,97.0,Colombia
2022-11-11,Uva,90.0,Colombia
2022-07-07,Uva,91.0,Colombia
2022-12-27,Uva,63.0,Colombia
2022-08-19,Uva,58.0,Colombia
2022-04-23,Uva,50.0,Colombia
2022-09-25,Uva,65.0,Colombia
2022-03-10,Uva,52.0,Colombia
2022-06-07,Uva,56.0,Colombia
2022-08-30,Uva,59.0,Colombia
2022-08-23,Uva,63.0,Colombia
2022-02-23,Uva,63.0,Colombia
2022-11-30,Uva,98.0,Colombia
2022-10-30,Uva,88.0,Colombia
2022-04-14,Uva,64.0,Colombia
2022-01-08,Uva,80.0,Colombia
2022-05-06,Uva,61.0,Colombia
2022-07-25,Uva,67.0,Colombia
2022-10-25,Uva,55.0,Colombia
2022-06-20,Uva,91.0,Colombia
2022-02-15,Uva,72.0,Colombia
2022-02-23,Uva,50.0,Colombia
2022-06-29,Uva,91.0,Colombia
2022-02-05,Uva,97.0,Colombia
2022-03-11,Uva,58.0,Colombia
2022-10-08,Uva,84.0,Colombia
2022-01-19,Uva,69.0,Colombia
2022-04-13,Uva,89.0,Colombia
2022-07-28,Uva,77.0,Colombia
2022-02-13,Uva,82.0,Colombia
2022-02-27,Uva,81.0,Colombia
2022-08-16,Uva,69.0,Colombia
2022-02-07,Uva,63.0,Colombia
2022-11-03,Uva,52.0,Colombia
2022-09-17,Uva,66.0,Colombia
2022-09-02,Uva,66.0,Colombia
2022-03-05,Uva,88.0,Colombia
2022-07-06,Uva,89.0,Colombia
2022-10-29,Uva,95.0,Colombia
2022-01-05,Uva,55.0,Colombia
2022-10-27,Uva,89.0,Colombia
2022-11-23,Uva,83.0,Colombia
2022-08-26,Uva,78.0,Colombia
2022-11-23,Uva,99.0,Colombia
2022-05-01,Uva,55.0,Colombia
2022-05-29,Uva,70.0,Colombia
2022-09-20,Uva,67.0,Colombia
2022-11-09,Uva,87.0,Colombia
2022-09-19,Uva,74.0,Colombia
2022-08-31,Uva,83.0,Colombia
2022-01-10,Uva,65.0,Colombia
2022-07-12,Uva,84.0,Colombia
2022-03-11,Uva,79.0,Colombia
2022-04-13,Uva,82.0,Colombia
2022-02-11,Uva,62.0,Colombia
2022-08-09,Uva,59.0,Colombia
2022-06-02,Uva,96.0,Colombia
2022-03-01,Uva,96.0,Colombia
2022-08-04,Uva,58.0,Colombia
2022-03-21,Uva,86.0,Colombia
2022-10-27,Uva,53.0,Colombia
2022-07-07,Uva,54.0,Colombia
2022-06-01,Uva,53.0,Colombia
2022-04-05,Uva,71.0,Colombia
2022-01-22,Uva,56.0,Colombia
2022-10-18,Uva,99.0,Colombia
2022-08-17,Uva,69.0,Colombia
2022-12-18,Uva,81.0,Colombia
2022-10-17,Uva,87.0,Colombia
2022-04-06,Uva,52.0,Colombia
2022-01-29,Uva,51.0,Colombia
2022-08-15,Uva,58.0,Colombia
2022-09-30,Uva,67.0,Colombia
2022-04-09,Uva,54.0,Colombia
2022-07-24,Uva,96.0,Colombia
2022-02-09,Uva,90.0,Colombia
2022-06-27,Uva,90.0,Colombia
2022-08-26,Uva,78.0,Colombia
2022-12-11,Uva,67.0,Colombia
2022-05-19,Uva,75.0,Colombia
2022-12-04,Uva,97.0,Colombia
2022-11-05,Uva,53.0,Colombia
2022-11-23,Uva,71.0,Colombia
2022-12-30,Uva,50.0,Colombia
2022-01-17,Uva,54.0,Colombia
2022-03-22,Uva,59.0,Colombia
2022-06-30,Uva,82.0,Colombia
2022-09-26,Uva,98.0,Colombia
2022-01-16,Uva,84.0,Colombia
2022-07-20,Uva,65.0,Colombia
2022-03-26,Uva,60.0,Colombia
2022-11-24,Uva,97.0,Colombia
2022-06-09,Banana,99.0,Espanha
2022-05-22,Banana,88.0,Espanha
2022-05-01,Banana,73.0,Espanha
2022-02-20,Banana,51.0,Espanha
2022-03-13,Banana,77.0,Espanha
2022-05-18,Banana,61.0,Espanha
2022-07-30,Banana,63.0,Espanha
2022-04-07,Banana,65.0,Espanha
2022-06-20,Banana,91.0,Espanha
2022-10-07,Banana,58.0,Espanha
2022-07-24,Banana,71.0,Espanha
2022-06-19,Banana,80.0,Espanha
2022-02-14,Banana,81.0,Espanha
2022-05-10,Banana,78.0,Espanha
2022-05-04,Banana,98.0,Espanha
2022-09-08,Banana,89.0,Espanha
2022-05-09,Banana,84.0,Espanha
2022-06-07,Banana,51.0,Espanha
2022-03-20,Banana,97.0,Espanha
2022-07-24,Banana,94.0,Espanha
2022-09-13,Banana,86.0,Espanha
2022-08-23,Banana,94.0,Espanha
2022-02-21,Banana,98.0,Espanha
2022-06-26,Banana,60.0,Espanha
2022-08-24,Banana,74.0,Espanha
2022-11-08,Banana,66.0,Espanha
2022-01-01,Banana,79.0,Espanha
2022-03-07,Banana,97.0,Espanha
2022-05-20,Banana,95.0,Espanha
2022-04-26,Banana,91.0,Espanha
2022-11-30,Banana,52.0,Espanha
2022-09-10,Banana,64.0,Espanha
2022-03-21,Banana,80.0,Espanha
2022-11-25,Banana,60.0,Espanha
2022-11-01,Banana,50.0,Espanha
2022-08-27,Banana,76.0,Espanha
2022-08-28,Banana,69.0,Espanha
2022-07-26,Banana,92.0,Espanha
2022-10-11,Banana,81.0,Espanha
2022-05-05,Banana,79.0,Espanha
2022-02-13,Banana,59.0,Espanha
2022-08-22,Banana,56.0,Espanha
2022-06-11,Banana,94.0,Espanha
2022-07-23,Banana,50.0,Espanha
2022-11-03,Banana,73.0,Espanha
2022-10-14,Banana,68.0,Espanha
2022-10-08,Banana,59.0,Espanha
2022-12-21,Banana,84.0,Espanha
2022-12-12,Banana,72.0,Espanha
2022-03-06,Banana,90.0,Espanha
2022-07-27,Banana,96.0,Espanha
2022-08-12,Banana,80.0,Espanha
2022-04-03,Banana,91.0,Espanha
2022-08-03,Banana,95.0,Espanha
2022-09-13,Banana,95.0,Espanha
2022-08-30,Banana,53.0,Espanha
2022-02-11,Banana,87.0,Espanha
2022-07-26,Banana,69.0,Espanha
2022-06-04,Banana,65.0,Espanha
2022-03-02,Banana,82.0,Espanha
2022-08-18,Banana,55.0,Espanha
2022-12-01,Banana,77.0,Espanha
2022-10-04,Banana,68.0,Espanha
2022-10-07,Banana,79.0,Espanha
2022-11-11,Banana,57.0,Espanha
2022-02-06,Banana,58.0,Espanha
2022-03-04,Banana,99.0,Espanha
2022-02-01,Banana,62.0,Espanha
2022-03-31,Banana,57.0,Espanha
2022-06-29,Banana,57.0,Espanha
2022-12-13,Banana,95.0,Espanha
2022-05-27,Banana,70.0,Espanha
2022-12-29,Banana,61.0,Espanha
2022-04-06,Banana,81.0,Espanha
2022-04-27,Banana,100.0,Espanha
2022-04-11,Banana,51.0,Espanha
2022-08-20,Banana,87.0,Espanha
2022-03-01,Banana,85.0,Espanha
2022-02-08,Banana,57.0,Espanha
2022-05-22,Banana,86.0,Espanha
2022-01-29,Banana,60.0,Espanha
2022-09-16,Banana,77.0,Espanha
2022-10-31,Banana,73.0,Espanha
2022-02-26,Banana,61.0,Espanha
2022-08-17,Banana,83.0,Espanha
2022-03-05,Banana,71.0,Espanha
2022-09-09,Banana,73.0,Espanha
2022-10-11,Banana,66.0,Espanha
2022-09-19,Banana,99.0,Espanha
2022-09-24,Banana,55.0,Espanha
2022-07-18,Banana,50.0,Espanha
2022-06-26,Banana,89.0,Espanha
2022-01-05,Banana,88.0,Espanha
2022-02-25,Banana,77.0,Espanha
2022-12-22,Banana,90.0,Espanha
2022-08-17,Banana,57.0,Espanha
2022-07-07,Banana,52.0,Espanha
2022-10-15,Banana,57.0,Espanha
2022-02-27,Banana,79.0,Espanha
2022-01-14,Banana,74.0,Espanha
2022-11-14,Banana,58.0,Espanha
2022-06-10,Banana,95.0,Espanha
2022-03-21,Banana,99.0,Espanha
2022-07-04,Banana,85.0,Espanha
2022-09-14,Banana,95.0,Espanha
2022-06-17,Banana,89.0,Espanha
2022-05-27,Banana,79.0,Espanha
2022-10-26,Banana,87.0,Espanha
2022-03-11,Banana,72.0,Espanha
2022-10-10,Banana,75.0,Espanha
2022-11-19,Banana,59.0,Espanha
2022-06-06,Banana,54.0,Espanha
2022-10-04,Banana,85.0,Espanha
2022-01-25,Banana,60.0,Espanha
2022-07-25,Banana,80.0,Espanha
2022-07-17,Banana,73.0,Espanha
2022-02-22,Banana,54.0,Espanha
2022-06-16,Banana,73.0,Espanha
2022-01-12,Banana,55.0,Espanha
2022-04-29,Banana,66.0,Espanha
2022-06-03,Banana,62.0,Espanha
2022-08-19,Banana,93.0,Espanha
2022-11-02,Banana,70.0,Espanha
2022-09-04,Banana,61.0,Espanha
2022-06-01,Banana,65.0,Espanha
2022-02-07,Banana,50.0,Espanha
2022-02-24,Banana,61.0,Espanha
2022-04-10,Banana,84.0,Espanha
2022-11-27,Banana,92.0,Espanha
2022-01-10,Banana,71.0,Espanha
2022-06-27,Banana,64.0,Espanha
2022-04-15,Banana,80.0,Espanha
2022-12-08,Banana,53.0,Espanha
2022-02-25,Banana,54.0,Espanha
2022-11-14,Banana,65.0,Espanha
2022-07-18,Banana,90.0,Espanha
2022-01-03,Banana,77.0,Espanha
2022-03-25,Banana,73.0,Espanha
2022-12-09,Banana,75.0,Espanha
2022-05-08,Banana,55.0,Espanha
2022-03-03,Banana,60.0,Espanha
2022-01-24,Banana,52.0,Espanha
2022-02-06,Banana,67.0,Espanha
2022-04-17,Banana,81.0,Espanha
2022-04-25,Banana,99.0,Espanha
2022-02-05,Banana,72.0,Espanha
2022-08-30,Banana,80.0,Espanha
2022-08-23,Banana,58.0,Espanha
2022-08-31,Banana,51.0,Espanha
2022-11-10,Banana,99.0,Espanha
2022-05-03,Banana,62.0,Espanha
2022-07-05,Banana,88.0,Espanha
2022-03-18,Banana,62.0,Espanha
2022-06-24,Banana,97.0,Espanha
2022-03-20,Banana,81.0,Espanha
2022-09-23,Banana,78.0,Espanha
2022-08-01,Banana,57.0,Espanha
2022-12-17,Banana,54.0,Espanha
2022-06-26,Banana,66.0,Espanha
2022-04-18,Banana,75.0,Espanha
2022-01-04,Banana,98.0,Espanha
2022-08-11,Banana,94.0,Espanha
2022-10-13,Banana,94.0,Espanha
2022-09-03,Banana,67.0,Espanha
2022-12-21,Banana,56.0,Espanha
2022-09-25,Banana,86.0,Espanha
2022-06-09,Banana,62.0,Espanha
2022-04-09,Banana,99.0,Espanha
2022-01-07,Banana,73.0,Espanha
2022-03-27,Banana,81.0,Espanha
2022-09-17,Banana,88.0,Espanha
2022-02-27,Banana,95.0,Espanha
2022-08-11,Banana,78.0,Espanha
2022-04-01,Banana,68.0,Espanha
2022-09-30,Banana,75.0,Espanha
2022-11-18,Banana,78.0,Espanha
2022-11-13,Banana,68.0,Espanha
2022-05-30,Banana,57.0,Espanha
2022-05-15,Banana,57.0,Espanha
2022-10-14,Banana,89.0,Espanha
2022-11-06,Banana,86.0,Espanha
2022-03-09,Banana,51.0,Espanha
2022-08-11,Banana,97.0,Espanha
2022-05-14,Banana,92.0,Espanha
2022-04-04,Banana,71.0,Espanha
2022-07-09,Banana,51.0,Espanha
2022-07-20,Banana,100.0,Espanha
2022-01-10,Banana,60.0,Espanha
2022-08-28,Banana,73.0,Espanha
2022-06-20,Banana,72.0,Espanha
2022-05-16,Banana,66.0,Espanha
2022-09-09,Banana,72.0,Espanha
2022-03-18,Banana,71.0,Espanha
2022-01-09,Banana,50.0,Espanha
2022-12-27,Banana,58.0,Espanha
2022-12-21,Banana,89.0,Espanha
2022-03-08,Banana,75.0,Espanha
2022-08-23,Banana,70.0,Espanha
2022-04-29,Banana,89.0,Espanha
2022-07-17,Banana,94.0,Espanha
2022-03-08,Banana,95.0,Espanha
2022-06-18,Banana,61.0,Espanha
2022-06-29,Banana,69.0,Espanha
2022-03-03,Banana,66.0,Espanha
2022-02-19,Banana,100.0,Espanha
2022-11-04,Banana,90.0,Espanha
2022-01-16,Banana,98.0,Espanha
2022-02-05,Banana,90.0,Espanha
2022-12-22,Banana,77.0,Espanha
2022-02-11,Banana,92.0,Espanha
2022-01-10,Banana,50.0,Espanha
2022-12-16,Banana,71.0,Espanha
2022-08-26,Banana,80.0,Espanha
2022-02-15,Banana,75.0,Espanha
2022-07-18,Banana,83.0,Espanha
2022-05-03,Banana,87.0,Espanha
2022-11-04,Banana,76.0,Espanha
2022-12-31,Banana,83.0,Espanha
2022-10-13,Banana,90.0,Espanha
2022-09-21,Banana,74.0,Espanha
2022-09-12,Banana,88.0,Espanha
2022-04-16,Cereja,60.0,Espanha
2022-12-14,Cereja,63.0,Espanha
2022-10-26,Cereja,68.0,Espanha
2022-06-11,Cereja,60.0,Espanha
2022-03-14,Cereja,51.0,Espanha
2022-10-04,Cereja,75.0,Espanha
2022-04-05,Cereja,56.0,Espanha
2022-10-04,Cereja,83.0,Espanha
2022-12-19,Cereja,92.0,Espanha
2022-02-02,Cereja,78.0,Espanha
2022-11-17,Cereja,53.0,Espanha
2022-04-07,Cereja,91.0,Espanha
2022-02-24,Cereja,76.0,Espanha
2022-04-22,Cereja,57.0,Espanha
2022-05-12,Cereja,50.0,Espanha
2022-09-26,Cereja,79.0,Espanha
2022-07-19,Cereja,75.0,Espanha
2022-02-20,Cereja,96.0,Espanha
2022-12-31,Cereja,91.0,Espanha
2022-06-25,Cereja,52.0,Espanha
2022-10-03,Cereja,70.0,Espanha
2022-07-27,Cereja,84.0,Espanha
2022-09-18,Cereja,100.0,Espanha
2022-09-06,Cereja,60.0,Espanha
2022-03-11,Cereja,55.0,Espanha
2022-06-01,Cereja,78.0,Espanha
2022-12-05,Cereja,73.0,Espanha
2022-04-20,Cereja,63.0,Espanha
2022-03-07,Cereja,59.0,Espanha
2022-04-13,Cereja,83.0,Espanha
2022-05-14,Cereja,79.0,Espanha
2022-01-29,Cereja,94.0,Espanha
2022-03-08,Cereja,91.0,Espanha
2022-11-05,Cereja,86.0,Espanha
2022-12-02,Laranja,54.0,Espanha
2022-11-26,Laranja,68.0,Espanha
2022-12-01,Laranja,66.0,Espanha
2022-10-28,Laranja,91.0,Espanha
2022-06-24,Laranja,52.0,Espanha
2022-05-31,Laranja,88.0,Espanha
2022-10-15,Laranja,79.0,Espanha
2022-08-24,Laranja,75.0,Espanha
2022-03-20,Laranja,52.0,Espanha
2022-11-26,Laranja,69.0,Espanha
2022-06-09,Laranja,84.0,Espanha
2022-07-15,Laranja,51.0,Espanha
2022-01-09,Laranja,98.0,Espanha
2022-11-29,Laranja,81.0,Espanha
2022-12-11,Laranja,77.0,Espanha
2022-03-17,Laranja,64.0,Espanha
